set_name,set_number,card_number,name,sub_name,rarity,cost,inkwell,ink_color,strength,willpower,lore,classifications,img
Ursula's Return,4,46,Jetsam,"Ursula's ""Baby""",Common,3,TRUE,Amethyst,2,4,1,"['Dreamborn', 'Ally']",4-46-en-sp.webp
Ursula's Return,4,47,Luisa Madrigal,Magically Strong One,Common,4,FALSE,Amethyst,4,3,1,"['Storyborn', 'Ally', 'Madrigal']",4-47-en-sp.webp
Ursula's Return,4,48,Magic Broom,Illuminary Keeper,Common,1,TRUE,Amethyst,1,2,1,"['Dreamborn', 'Broom']",4-48-en-sp.webp
Ursula's Return,4,49,Magic Broom,Lively Sweeper,Common,3,TRUE,Amethyst,2,4,1,"['Dreamborn', 'Broom']",4-49-en-sp.webp
Ursula's Return,4,55,Pico,Helpful Toucan,Common,2,TRUE,Amethyst,3,2,1,"['Storyborn', 'Ally']",4-55-en-sp.webp
Ursula's Return,4,56,Tick-Tock,Ever-Present Pursuer,Common,6,TRUE,Amethyst,4,7,1,"['Storyborn', 'Ally']",4-56-en-sp.webp
Ursula's Return,4,60,Poor Unfortunate Souls,,Common,2,TRUE,Amethyst,,,,[nan],4-60-en-sp.webp
Ursula's Return,4,62,Swing into Action,,Common,1,TRUE,Amethyst,,,,[nan],4-62-en-sp.webp
Ursula's Return,4,65,Rose Lantern,,Common,2,TRUE,Amethyst,,,,[nan],4-65-en-sp.webp
Ursula's Return,4,67,Casa Madrigal,Casita,Common,1,TRUE,Amethyst,,6,,[nan],4-67-en-sp.webp
Ursula's Return,4,71,Diablo,Maleficent's Spy,Common,1,TRUE,Emerald,1,2,1,"['Storyborn', 'Ally']",4-71-en-sp.webp
Ursula's Return,4,72,Gunther,Interior Designer,Common,4,TRUE,Emerald,3,3,2,"['Dreamborn', 'Ally']",4-72-en-sp.webp
Ursula's Return,4,73,Gus,Champion of Cheese,Common,2,TRUE,Emerald,2,3,1,"['Storyborn', 'Ally']",4-73-en-sp.webp
Ursula's Return,4,77,Jaq,Connoisseur of Climbing,Common,3,TRUE,Emerald,1,4,2,"['Storyborn', 'Ally']",4-77-en-sp.webp
Ursula's Return,4,79,Megara,Captivating Cynic,Common,3,FALSE,Emerald,3,6,2,"['Dreamborn', 'Ally']",4-79-en-sp.webp
Ursula's Return,4,84,Pegasus,Gift for Hercules,Common,1,TRUE,Emerald,1,1,1,"['Storyborn', 'Ally']",4-84-en-sp.webp
Ursula's Return,4,89,The Fates,Only One Eye,Common,1,TRUE,Emerald,2,1,1,"['Storyborn', 'Ally']",4-89-en-sp.webp
Ursula's Return,4,91,Tor,Florist,Common,5,TRUE,Emerald,4,7,1,"['Dreamborn', 'Ally']",4-91-en-sp.webp
Ursula's Return,4,93,Dodge!,,Common,2,TRUE,Emerald,,,,[nan],4-93-en-sp.webp
Ursula's Return,4,94,Make the Potion,,Common,2,FALSE,Emerald,,,,[nan],4-94-en-sp.webp
Ursula's Return,4,98,Hidden Inkcaster,,Common,2,FALSE,Emerald,,,,[nan],4-98-en-sp.webp
Ursula's Return,4,101,Hidden Cove,Tranquil Haven,Common,1,TRUE,Emerald,,6,,[nan],4-101-en-sp.webp
Ursula's Return,4,104,Benja,Bold Uniter,Common,4,TRUE,Ruby,5,3,1,"['Storyborn', 'Mentor', 'King']",4-104-en-sp.webp
Ursula's Return,4,105,Fa Zhou,Mulan's Father,Common,2,TRUE,Ruby,0,4,1,"['Storyborn', 'Mentor']",4-105-en-sp.webp
Ursula's Return,4,108,Hercules,Clumsy Kid,Common,3,FALSE,Ruby,3,3,1,"['Storyborn', 'Hero', 'Prince']",4-108-en-sp.webp
Ursula's Return,4,111,Li Shang,Generalâ€™s Son,Common,1,TRUE,Ruby,2,2,1,"['Storyborn', 'Hero']",4-111-en-sp.webp
Ursula's Return,4,116,Mulan,Injured Soldier,Common,1,TRUE,Ruby,2,3,1,"['Storyborn', 'Hero', 'Princess']",4-116-en-sp.webp
Ursula's Return,4,120,Pegasus,Flying Steed,Common,2,TRUE,Ruby,3,1,1,"['Storyborn', 'Ally']",4-120-en-sp.webp
Ursula's Return,4,122,Raya,Guardian of the Dragon Gem,Common,4,TRUE,Ruby,3,3,2,"['Storyborn', 'Hero', 'Princess']",4-122-en-sp.webp
Ursula's Return,4,126,Tong,Survivor,Common,4,FALSE,Ruby,3,6,0,"['Storyborn', 'Ally']",4-126-en-sp.webp
Ursula's Return,4,130,Brawl,,Common,3,TRUE,Ruby,,,,[nan],4-130-en-sp.webp
Ursula's Return,4,133,The Plank,,Common,3,FALSE,Ruby,,,,[nan],4-133-en-sp.webp
Ursula's Return,4,134,Vitalisphere,,Common,1,TRUE,Ruby,,,,[nan],4-134-en-sp.webp
Ursula's Return,4,136,Training Grounds,Impossible Pillar,Common,1,TRUE,Ruby,,5,,[nan],4-136-en-sp.webp
Ursula's Return,4,137,Anna,Braving the Storm,Common,2,TRUE,Sapphire,1,4,1,"['Dreamborn', 'Hero', 'Queen']",4-137-en-sp.webp
Ursula's Return,4,141,Aurora,Tranquil Princess,Common,2,TRUE,Sapphire,1,3,1,"['Dreamborn', 'Hero', 'Princess']",4-141-en-sp.webp
Ursula's Return,4,143,Fa Li,Mulanâ€™s Mother,Common,1,TRUE,Sapphire,1,3,1,"['Storyborn', 'Mentor']",4-143-en-sp.webp
Ursula's Return,4,146,Hans,Noble Scoundrel,Common,3,TRUE,Sapphire,3,2,2,"['Storyborn', 'Villain', 'Prince']",4-146-en-sp.webp
Ursula's Return,4,150,Olaf,Trusting Companion,Common,1,TRUE,Sapphire,1,2,1,"['Storyborn', 'Ally']",4-150-en-sp.webp
Ursula's Return,4,151,Pascal,Inquisitive Pet,Common,3,TRUE,Sapphire,3,3,1,"['Storyborn', 'Ally']",4-151-en-sp.webp
Ursula's Return,4,157,Transformed Chef,Castle Stove,Common,4,TRUE,Sapphire,3,3,2,"['Storyborn', 'Ally']",4-157-en-sp.webp
Ursula's Return,4,161,Tuk Tuk,Curious Partner,Common,2,TRUE,Sapphire,2,3,1,"['Storyborn', 'Ally']",4-161-en-sp.webp
Ursula's Return,4,163,Glean,,Common,1,TRUE,Sapphire,,,,[nan],4-163-en-sp.webp
Ursula's Return,4,164,Seldom All They Seem,,Common,2,TRUE,Sapphire,,,,[nan],4-164-en-sp.webp
Ursula's Return,4,168,Ice Block,,Common,1,FALSE,Sapphire,,,,[nan],4-168-en-sp.webp
Ursula's Return,4,170,Winter Camp,Medical Tent,Common,3,TRUE,Sapphire,,8,1,[nan],4-170-en-sp.webp
Ursula's Return,4,172,Aladdin,Resolute Swordsman,Common,1,TRUE,Steel,1,3,1,"['Hero', 'Storyborn']",4-172-en-sp.webp
Ursula's Return,4,173,Arges,The Cyclops,Common,2,TRUE,Steel,4,1,1,"['Storyborn', 'Titan']",4-173-en-sp.webp
Ursula's Return,4,174,Ariel,Determined Mermaid,Common,3,TRUE,Steel,2,4,1,"['Storyborn', 'Hero', 'Princess']",4-174-en-sp.webp
Ursula's Return,4,176,Beast,Thick-Skinned,Common,3,TRUE,Steel,2,3,1,"['Storyborn', 'Hero', 'Prince']",4-176-en-sp.webp
Ursula's Return,4,178,Chien-Po,Imperial Soldier,Common,5,TRUE,Steel,4,7,1,"['Storyborn', 'Ally']",4-178-en-sp.webp
Ursula's Return,4,184,Luisa Madrigal,Rock of the Family,Common,3,TRUE,Steel,2,4,1,"['Storyborn', 'Ally', 'Madrigal']",4-184-en-sp.webp
Ursula's Return,4,185,Magic Broom,Aerial Cleaner,Common,2,TRUE,Steel,2,3,1,"['Dreamborn', 'Broom']",4-185-en-sp.webp
Ursula's Return,4,188,Mickey Mouse,Standard Bearer,Common,2,TRUE,Steel,1,3,1,"['Storyborn', 'Hero']",4-188-en-sp.webp
Ursula's Return,4,194,Yao,Imperial Soldier,Common,4,TRUE,Steel,2,5,1,"['Storyborn', 'Ally']",4-194-en-sp.webp
Ursula's Return,4,199,Triton's Decree,,Common,1,FALSE,Steel,,,,[nan],4-199-en-sp.webp
Ursula's Return,4,200,Fortisphere,,Common,1,TRUE,Steel,,,,[nan],4-200-en-sp.webp
Ursula's Return,4,204,Thebes,The Big Olive,Common,2,TRUE,Steel,,7,,[nan],4-204-en-sp.webp
Azurite Sea,6,16,Tiana,Restaurant Owner,Legendary,3,FALSE,Amber,1,4,2,"['Storyborn', 'Hero', 'Princess']",6-16-en-sp.webp
Azurite Sea,6,20,Simba,Pride Protector,Legendary,5,FALSE,Amber,4,4,2,"['Floodborn', 'Hero', 'Prince']",6-20-en-sp.webp
Azurite Sea,6,56,Yzma,Conniving Chemist,Legendary,4,TRUE,Amethyst,3,3,2,"['Storyborn', 'Villain', 'Sorcerer']",6-56-en-sp.webp
Azurite Sea,6,61,Genie,Wonderful Trickster,Legendary,7,TRUE,Amethyst,4,7,2,"['Floodborn', 'Ally']",6-61-en-sp.webp
Azurite Sea,6,84,Jasmine,Royal Commodore,Legendary,6,TRUE,Emerald,5,5,2,"['Floodborn', 'Hero', 'Princess']",6-84-en-sp.webp
Azurite Sea,6,86,Hercules,Baby Demigod,Legendary,6,FALSE,Emerald,6,3,2,"['Storyborn', 'Hero', 'Prince']",6-86-en-sp.webp
Azurite Sea,6,124,Maui,Half-Shark,Legendary,6,TRUE,Ruby,7,5,1,"['Storyborn', 'Hero', 'Deity']",6-124-en-sp.webp
Azurite Sea,6,125,Hades,Strong Arm,Legendary,5,FALSE,Ruby,4,3,1,"['Storyborn', 'Villain', 'Deity']",6-125-en-sp.webp
Azurite Sea,6,142,Oswald,The Lucky Rabbit,Legendary,2,FALSE,Sapphire,2,1,2,"['Storyborn', 'Hero']",6-142-en-sp.webp
Azurite Sea,6,157,Baymax,Armored Companion,Legendary,5,TRUE,Sapphire,2,6,2,"['Storyborn', 'Hero', 'Robot']",6-157-en-sp.webp
Azurite Sea,6,190,Wreck-it Ralph,Ham Hands,Legendary,6,FALSE,Steel,4,4,3,"['Dreamborn', 'Hero']",6-190-en-sp.webp
Azurite Sea,6,194,John Silver,Stern Captain,Legendary,8,TRUE,Steel,6,6,2,"['Floodborn', 'Villain', 'Alien', 'Pirate', 'Captain']",6-194-en-sp.webp
Into the Inklands,3,73,Friar Tuck,Priest of Nottingham,Uncommon,4,TRUE,Emerald,2,4,2,"['Storyborn', 'Ally']",3-73-en-sp.webp
Into the Inklands,3,74,Helga Sinclair,Femme Fatale,Super_rare,5,FALSE,Emerald,4,4,2,"['Floodborn', 'Villain']",3-74-en-sp.webp
Into the Inklands,3,75,Helga Sinclair,Vengeful Partner,Rare,2,TRUE,Emerald,2,1,1,"['Storyborn', 'Villain']",3-75-en-sp.webp
Into the Inklands,3,76,Jetsam,Riffraff,Common,3,TRUE,Emerald,2,2,2,"['Dreamborn', 'Ally']",3-76-en-sp.webp
Into the Inklands,3,77,Kit Cloudkicker,Tough Guy,Uncommon,3,TRUE,Emerald,2,2,1,"['Storyborn', 'Ally']",3-77-en-sp.webp
Into the Inklands,3,78,Lyle Tiberius Rourke,Cunning Mercenary,Super_rare,3,FALSE,Emerald,2,4,1,"['Storyborn', 'Villain']",3-78-en-sp.webp
Into the Inklands,3,79,Milo Thatch,Clever Cartographer,Common,1,TRUE,Emerald,2,2,1,"['Dreamborn', 'Hero']",3-79-en-sp.webp
Into the Inklands,3,80,Milo Thatch,King of Atlantis,Legendary,7,FALSE,Emerald,4,4,3,"['Floodborn', 'Hero', 'King']",3-80-en-sp.webp
Into the Inklands,3,81,Morph,Space Goo,Rare,2,TRUE,Emerald,2,1,1,"['Storyborn', 'Ally', 'Alien']",3-81-en-sp.webp
Into the Inklands,3,82,Peter Pan,Lost Boy Leader,Rare,4,TRUE,Emerald,3,3,1,"['Dreamborn', 'Hero']",3-82-en-sp.webp
Into the Inklands,3,83,Prince John,Phony King,Uncommon,5,FALSE,Emerald,2,4,2,"['Storyborn', 'Villain', 'Prince']",3-83-en-sp.webp
Into the Inklands,3,84,Robin Hood,Daydreamer,Rare,6,TRUE,Emerald,4,5,4,"['Dreamborn', 'Hero']",3-84-en-sp.webp
Rise of the Floodborn,2,14,Mufasa,Betrayed Leader,Legendary,5,TRUE,Amber,3,3,2,"['Storyborn', 'Mentor', 'King']",2-14-en-sp.webp
Rise of the Floodborn,2,25,Snow White,Well Wisher,Legendary,6,FALSE,Amber,3,5,2,"['Floodborn', 'Hero', 'Princess']",2-25-en-sp.webp
Rise of the Floodborn,2,41,Fairy Godmother,Mystic Armorer,Legendary,5,TRUE,Amethyst,3,4,2,"['Floodborn', 'Mentor', 'Fairy']",2-41-en-sp.webp
Rise of the Floodborn,2,47,Madam Mim,Purple Dragon,Legendary,7,TRUE,Amethyst,5,7,4,"['Storyborn', 'Villain', 'Sorcerer', 'Dragon']",2-47-en-sp.webp
Rise of the Floodborn,2,70,Beast,Relentless,Legendary,6,TRUE,Emerald,4,5,2,"['Storyborn', 'Hero', 'Prince']",2-70-en-sp.webp
Rise of the Floodborn,2,72,Belle,Hidden Archer,Legendary,5,FALSE,Emerald,3,3,3,"['Floodborn', 'Hero', 'Princess']",2-72-en-sp.webp
Rise of the Floodborn,2,106,Donald Duck,Not Again!,Legendary,5,TRUE,Ruby,1,5,1,"['Dreamborn', 'Hero']",2-106-en-sp.webp
Rise of the Floodborn,2,125,Scar,Vicious Cheater,Legendary,7,FALSE,Ruby,6,5,2,"['Storyborn', 'Villain']",2-125-en-sp.webp
Rise of the Floodborn,2,137,Alice,Growing Girl,Legendary,3,TRUE,Sapphire,1,4,1,"['Dreamborn', 'Hero']",2-137-en-sp.webp
Rise of the Floodborn,2,159,Sisu,Divine Water Dragon,Legendary,4,FALSE,Sapphire,2,4,2,"['Storyborn', 'Hero', 'Deity', 'Dragon']",2-159-en-sp.webp
Rise of the Floodborn,2,173,Beast,Tragic Hero,Legendary,5,TRUE,Steel,3,5,2,"['Floodborn', 'Hero', 'Prince']",2-173-en-sp.webp
Rise of the Floodborn,2,189,Namaari,Morning Mist,Legendary,4,FALSE,Steel,2,4,1,"['Storyborn', 'Villain', 'Princess']",2-189-en-sp.webp
Shimmering Skies,5,3,Prince Naveen,Ukulele Player,Legendary,4,FALSE,Amber,3,3,2,"['Storyborn', 'Hero', 'Prince']",5-3-en-sp.webp
Shimmering Skies,5,14,Mirabel Madrigal,Family Gatherer,Legendary,5,TRUE,Amber,5,5,5,"['Storyborn', 'Hero', 'Madrigal']",5-14-en-sp.webp
Shimmering Skies,5,49,Genie,Main Attraction,Legendary,7,FALSE,Amethyst,5,5,2,"['Storyborn', 'Ally']",5-49-en-sp.webp
Shimmering Skies,5,58,Camilo Madrigal,Family Copycat,Legendary,6,TRUE,Amethyst,3,7,1,"['Storyborn', 'Ally', 'Madrigal']",5-58-en-sp.webp
Shimmering Skies,5,84,Clarabelle,Light on Her Hooves,Legendary,7,TRUE,Emerald,5,6,2,"['Floodborn', 'Ally']",5-84-en-sp.webp
Shimmering Skies,5,85,Anna,Diplomatic Queen,Legendary,3,FALSE,Emerald,2,3,2,"['Storyborn', 'Hero', 'Queen']",5-85-en-sp.webp
Shimmering Skies,5,107,Donald Duck,Pie Slinger,Legendary,5,TRUE,Ruby,3,6,1,"['Floodborn', 'Hero', 'Knight']",5-107-en-sp.webp
Shimmering Skies,5,118,Robin Hood,Sharpshooter,Legendary,4,FALSE,Ruby,1,4,2,"['Storyborn', 'Hero']",5-118-en-sp.webp
Shimmering Skies,5,150,Mufasa,Ruler of Pride Rock,Legendary,8,FALSE,Sapphire,4,9,4,"['Storyborn', 'Mentor', 'King']",5-150-en-sp.webp
Shimmering Skies,5,159,Merlin,Intellectual Visionary,Legendary,6,FALSE,Sapphire,3,7,2,"['Floodborn', 'Mentor', 'Sorcerer']",5-159-en-sp.webp
Shimmering Skies,5,172,Jafar,Tyrannical Hypnotist,Legendary,6,TRUE,Steel,0,7,2,"['Dreamborn', 'Villain', 'Sorcerer']",5-172-en-sp.webp
Shimmering Skies,5,194,Arthur,King Victorious,Legendary,7,FALSE,Steel,3,6,3,"['Floodborn', 'Hero', 'King']",5-194-en-sp.webp
The First Chapter,1,18,Rapunzel,Gifted with Healing,Legendary,4,TRUE,Amber,1,5,2,"['Storyborn', 'Hero', 'Princess']",1-18-en-sp.webp
The First Chapter,1,21,Stitch,Carefree Surfer,Legendary,7,TRUE,Amber,4,8,2,"['Dreamborn', 'Hero', 'Alien']",1-21-en-sp.webp
The First Chapter,1,42,Elsa,Spirit of Winter,Legendary,8,FALSE,Amethyst,4,6,3,"['Floodborn', 'Hero', 'Queen', 'Sorcerer']",1-42-en-sp.webp
The First Chapter,1,59,Ursula,Power Hungry,Legendary,7,FALSE,Amethyst,2,8,3,"['Storyborn', 'Villain', 'Sorcerer']",1-59-en-sp.webp
The First Chapter,1,70,Beast,Wolfsbane,Legendary,5,FALSE,Emerald,4,4,2,"['Dreamborn', 'Hero', 'Prince']",1-70-en-sp.webp
The First Chapter,1,82,John Silver,Alien Pirate,Legendary,6,TRUE,Emerald,5,5,2,"['Storyborn', 'Villain', 'Alien', 'Pirate', 'Captain']",1-82-en-sp.webp
The First Chapter,1,113,Maleficent,Monstrous Dragon,Legendary,9,TRUE,Ruby,7,5,2,"['Storyborn', 'Villain', 'Dragon']",
The First Chapter,1,115,Mickey Mouse,Brave Little Tailor,Legendary,8,TRUE,Ruby,5,5,4,"['Dreamborn', 'Hero']",1-115-en-sp.webp
The First Chapter,1,142,Belle,Strange but Special,Legendary,4,TRUE,Sapphire,2,4,1,"['Storyborn', 'Hero', 'Princess']",1-142-en-sp.webp
The First Chapter,1,147,Hades,Infernal Schemer,Legendary,7,FALSE,Sapphire,3,6,2,"['Dreamborn', 'Villain', 'Deity']",1-147-en-sp.webp
The First Chapter,1,178,Gantu,Galactic Federation Captain,Legendary,8,TRUE,Steel,6,6,2,"['Storyborn', 'Alien', 'Captain']",1-178-en-sp.webp
The First Chapter,1,192,Te KÄ,Heartless,Legendary,6,TRUE,Steel,5,5,2,"['Dreamborn', 'Villain', 'Deity']",1-192-en-sp.webp
Ursula's Return,4,4,Cinderella,Melody Weaver,Legendary,5,TRUE,Amber,1,5,2,"['Dreamborn', 'Hero', 'Princess']",4-4-en-sp.webp
Ursula's Return,4,16,Mickey Mouse,Musketeer Captain,Legendary,7,FALSE,Amber,3,6,2,"['Floodborn', 'Hero', 'Musketeer', 'Captain']",4-16-en-sp.webp
Ursula's Return,4,58,Ursula,Sea Witch Queen,Legendary,7,TRUE,Amethyst,4,7,3,"['Floodborn', 'Villain', 'Queen', 'Sorcerer']",4-58-en-sp.webp
Ursula's Return,4,59,Yen Sid,Powerful Sorcerer,Legendary,2,TRUE,Amethyst,1,3,1,"['Storyborn', 'Hero', 'Sorcerer']",4-59-en-sp.webp
Ursula's Return,4,70,Diablo,Devoted Herald,Legendary,3,FALSE,Emerald,2,2,1,"['Floodborn', 'Ally']",4-70-en-sp.webp
Ursula's Return,4,74,Hades,Double Dealer,Legendary,4,TRUE,Emerald,3,3,1,"['Storyborn', 'Villain', 'Deity']",4-74-en-sp.webp
Ursula's Return,4,114,Mulan,Elite Archer,Legendary,6,TRUE,Ruby,2,6,2,"['Floodborn', 'Hero', 'Princess']",4-114-en-sp.webp
Ursula's Return,4,125,Sisu,Empowered Sibling,Legendary,8,FALSE,Ruby,5,4,3,"['Floodborn', 'Hero', 'Deity', 'Dragon']",4-125-en-sp.webp
Ursula's Return,4,156,The Queen,Diviner,Legendary,3,TRUE,Sapphire,3,3,1,"['Dreamborn', 'Villain', 'Queen', 'Sorcerer']",4-156-en-sp.webp
Ursula's Return,4,158,Triton,Champion of Atlantica,Legendary,9,TRUE,Sapphire,7,9,3,"['Floodborn', 'King']",4-158-en-sp.webp
Ursula's Return,4,179,Donald Duck,Buccaneer,Legendary,4,TRUE,Steel,3,4,1,"['Dreamborn', 'Hero', 'Pirate', 'Captain']",4-179-en-sp.webp
Ursula's Return,4,191,Piglet,Sturdy Swordsman,Legendary,5,FALSE,Steel,3,5,3,"['Dreamborn', 'Hero']",4-191-en-sp.webp
The First Chapter,1,131,Fan the Flames,,Uncommon,1,TRUE,Ruby,,,,[nan],
The First Chapter,1,132,He's Got a Sword!,,Common,1,TRUE,Ruby,,,,[nan],
Azurite Sea,6,3,Winnie the Pooh,Hunny Pirate,Rare,2,FALSE,Amber,2,2,1,"['Storyborn', 'Hero', 'Pirate']",6-3-en-sp.webp
Azurite Sea,6,13,Monterey Jack,Good-Hearted Ranger,Rare,4,TRUE,Amber,0,7,2,"['Storyborn', 'Ally']",6-13-en-sp.webp
Azurite Sea,6,14,Chip 'n' Dale,Recovery Rangers,Rare,8,FALSE,Amber,6,6,3,"['Floodborn', 'Hero']",6-14-en-sp.webp
Azurite Sea,6,15,Judy Hopps,Resourceful Rabbit,Rare,6,TRUE,Amber,3,6,2,"['Storyborn', 'Hero']",6-15-en-sp.webp
Azurite Sea,6,19,Nani,Caring Sister,Rare,5,TRUE,Amber,3,5,2,"['Storyborn', 'Hero']",6-19-en-sp.webp
Azurite Sea,6,21,Kanga,Nurturing Mother,Rare,3,FALSE,Amber,2,4,1,"['Storyborn', 'Ally']",6-21-en-sp.webp
Azurite Sea,6,30,Safe and Sound,,Rare,2,FALSE,Amber,,,,[nan],6-30-en-sp.webp
Azurite Sea,6,32,Pooh Pirate Ship,,Rare,1,FALSE,Amber,,,,[nan],6-32-en-sp.webp
Azurite Sea,6,36,Hades,Lord of the Dead,Rare,6,FALSE,Amethyst,3,4,3,"['Storyborn', 'Villain', 'Deity']",6-36-en-sp.webp
Azurite Sea,6,37,Madam Mim,Tiny Adversary,Rare,2,TRUE,Amethyst,0,3,1,"['Storyborn', 'Villain', 'Sorcerer']",6-37-en-sp.webp
Azurite Sea,6,52,Rafiki,Ethereal Guide,Rare,9,FALSE,Amethyst,6,6,4,"['Floodborn', 'Mentor', 'Sorcerer']",6-52-en-sp.webp
Azurite Sea,6,53,Genie,Wish Fulfilled,Rare,4,FALSE,Amethyst,2,4,2,"['Storyborn', 'Ally']",6-53-en-sp.webp
Azurite Sea,6,57,Mama Odie,Solitary Sage,Rare,5,FALSE,Amethyst,4,5,1,"['Storyborn', 'Ally', 'Sorcerer']",6-57-en-sp.webp
Azurite Sea,6,64,Seeking the Half Crown,,Rare,5,FALSE,Amethyst,,,,[nan],6-64-en-sp.webp
Azurite Sea,6,65,Maleficent's Staff,,Rare,2,TRUE,Amethyst,,,,[nan],6-65-en-sp.webp
Azurite Sea,6,69,Mystical Tree,Mama Odie's Home,Rare,2,TRUE,Amethyst,,7,0,[nan],6-69-en-sp.webp
Azurite Sea,6,70,Jasmine,Royal Seafarer,Rare,3,TRUE,Emerald,2,3,1,"['Storyborn', 'Hero', 'Princess']",6-70-en-sp.webp
Azurite Sea,6,71,Captain Hook,Underhanded,Rare,3,TRUE,Emerald,1,4,2,"['Storyborn', 'Villain', 'Pirate', 'Captain']",6-71-en-sp.webp
Azurite Sea,6,72,Stitch,Alien Buccaneer,Rare,4,FALSE,Emerald,3,4,2,"['Floodborn', 'Hero', 'Alien', 'Pirate']",6-72-en-sp.webp
Azurite Sea,6,73,Go Go Tomago,Darting Dynamo,Rare,2,TRUE,Emerald,2,2,1,"['Storyborn', 'Hero', 'Inventor']",6-73-en-sp.webp
Azurite Sea,6,89,Goofy,Expert Shipwright,Rare,5,TRUE,Emerald,1,4,3,"['Dreamborn', 'Hero', 'Inventor']",6-89-en-sp.webp
Azurite Sea,6,92,Olivia Flaversham,The Toymaker's Daughter,Rare,2,FALSE,Emerald,1,1,3,['Storyborn'],6-92-en-sp.webp
Azurite Sea,6,97,You Came Back,,Rare,3,FALSE,Emerald,,,,[nan],6-97-en-sp.webp
Azurite Sea,6,102,Owl Island,Secluded Entrance,Rare,3,FALSE,Emerald,,6,0,[nan],6-102-en-sp.webp
Azurite Sea,6,107,Raya,Kumandran Rider,Rare,4,TRUE,Ruby,3,3,2,"['Storyborn', 'Hero', 'Princess']",6-107-en-sp.webp
Azurite Sea,6,108,Wendy Darling,Courageous Captain,Rare,2,FALSE,Ruby,1,2,1,"['Dreamborn', 'Hero', 'Pirate', 'Captain']",6-108-en-sp.webp
Azurite Sea,6,121,Moana,Kakamora Leader,Rare,7,TRUE,Ruby,6,5,1,"['Floodborn', 'Hero', 'Princess', 'Pirate', 'Captain']",6-121-en-sp.webp
Azurite Sea,6,122,Pete,Freebooter,Rare,3,TRUE,Ruby,5,2,1,"['Dreamborn', 'Villain', 'Pirate']",6-122-en-sp.webp
Azurite Sea,6,123,Goofy,Flying Goof,Rare,6,FALSE,Ruby,5,5,1,"['Storyborn', 'Hero']",6-123-en-sp.webp
Azurite Sea,6,126,Tigger,In the Crow's Nest,Rare,3,TRUE,Ruby,0,4,1,"['Storyborn', 'Hero', 'Tigger', 'Pirate']",6-126-en-sp.webp
Azurite Sea,6,131,Energy Blast,,Rare,7,FALSE,Ruby,,,,[nan],6-131-en-sp.webp
Azurite Sea,6,135,Flotilla,Coconut Armada,Rare,2,FALSE,Ruby,,6,0,[nan],6-135-en-sp.webp
Azurite Sea,6,141,Zipper,Astute Decoy,Rare,3,TRUE,Sapphire,2,2,2,"['Storyborn', 'Ally']",6-141-en-sp.webp
Azurite Sea,6,154,Hiro Hamada,Team Leader,Rare,4,TRUE,Sapphire,1,5,1,"['Storyborn', 'Hero', 'Inventor']",6-154-en-sp.webp
Azurite Sea,6,155,Tadashi Hamada,Gifted Roboticist,Rare,3,FALSE,Sapphire,2,2,2,"['Storyborn', 'Mentor', 'Inventor']",6-155-en-sp.webp
Azurite Sea,6,156,Baymax,Personal Healthcare Companion,Rare,3,TRUE,Sapphire,,4,2,"['Storyborn', 'Hero', 'Robot']",6-156-en-sp.webp
Azurite Sea,6,159,Hiram Flaversham,Intrigued Inventor,Rare,2,FALSE,Sapphire,,2,3,"['Storyborn', 'Ally', 'Inventor']",6-159-en-sp.webp
Azurite Sea,6,160,Yokai,Scientific Supervillain,Rare,9,TRUE,Sapphire,6,10,2,"['Floodborn', 'Villain', 'Inventor']",6-160-en-sp.webp
Azurite Sea,6,162,We Could Be Immortals,,Rare,4,TRUE,Sapphire,,,,[nan],6-162-en-sp.webp
Azurite Sea,6,169,Rescue Rangers Submarine,Mobile Headquarters,Rare,2,TRUE,Sapphire,0,8,0,[nan],6-169-en-sp.webp
Azurite Sea,6,172,Kakamora,Pirate Chief,Rare,7,FALSE,Steel,4,6,2,"['Storyborn', 'Pirate', 'Captain']",6-172-en-sp.webp
Azurite Sea,6,174,Mr. Big,Shrewd Tycoon,Rare,4,FALSE,Steel,1,1,3,['Storyborn'],6-174-en-sp.webp
Azurite Sea,6,188,Cobra Bubbles,Former CIA,Rare,5,TRUE,Steel,3,4,2,"['Dreamborn', 'Ally']",6-188-en-sp.webp
Azurite Sea,6,189,Gantu,Captain Crankyhead,Rare,5,TRUE,Steel,4,3,4,"['Dreamborn', 'Alien', 'Captain']",6-189-en-sp.webp
Azurite Sea,6,191,Calhoun,Marine Sergeant,Rare,2,FALSE,Steel,3,2,1,"['Storyborn', 'Hero']",6-191-en-sp.webp
Azurite Sea,6,198,Ambush!,,Rare,3,FALSE,Steel,,,,[nan],6-198-en-sp.webp
Azurite Sea,6,200,King's Sensor Core,,Rare,3,TRUE,Steel,,,,[nan],6-200-en-sp.webp
Azurite Sea,6,203,Treasure Mountain,Azurite Sea Island,Rare,5,FALSE,Steel,,9,2,[nan],6-203-en-sp.webp
Into the Inklands,3,85,Shenzi,Hyena Pack Leader,Super_rare,4,TRUE,Emerald,0,6,1,"['Storyborn', 'Ally', 'Hyena']",3-85-en-sp.webp
Into the Inklands,3,86,Sir Hiss,Aggravating Asp,Common,2,TRUE,Emerald,3,1,1,"['Dreamborn', 'Ally']",3-86-en-sp.webp
